Time, Altitude
   0.000000,    0.000000
   0.001667,    0.000000
   0.003333,    0.000000
   0.005000,    0.000000
   0.006667,    0.000000
   0.008333,    0.000000
   0.010000,    0.000000
   0.011667,    0.000000
   0.013333,    0.000000
   0.015000,    0.000000
   0.016667,    0.000000
   0.018333,    0.000000
   0.020000,    0.000000
   0.021667,    0.000000
   0.023333,    0.000000
   0.025000,    0.000000
   0.026667,    0.000000
   0.028333,    0.000000
   0.030000,    0.000000
   0.031667,    0.000000
   0.033333,    0.000000
   0.035000,    0.000000
   0.036667,    0.000000
   0.038333,    0.000000
   0.040000,    0.000000
   0.041667,    0.000000
   0.043333,    0.000000
   0.045000,    0.000000
   0.046667,    0.000000
   0.048333,    0.000000
   0.050000,    0.000000
   0.051667,    0.000000
   0.053333,    0.000000
   0.055000,    0.000000
   0.056667,    0.000000
   0.058333,    0.000000
   0.060000,    0.000000
   0.061667,    0.000000
   0.063333,    0.000000
   0.065000,    0.000000
   0.066667,    0.000000
   0.068333,    0.000000
   0.070000,    0.000000
   0.071667,    0.000000
   0.073333,    0.000000
   0.075000,    0.000000
   0.076667,    0.000000
   0.078333,    0.000000
   0.080000,    0.000000
   0.081667,    0.000000
   0.083333,    0.000000
   0.085000,    0.000000
   0.086667,    0.000000
   0.088333,    0.000000
   0.090000,    0.000000
   0.091667,    0.000000
   0.093333,    0.000000
   0.095000,    0.000000
   0.096667,    0.000000
   0.098333,    0.000000
   0.100000,    0.000000
   0.101667,    0.000000
   0.103333,    0.000000
   0.105000,    0.000000
   0.106667,    0.000000
   0.108333,    0.000000
   0.110000,    0.000000
   0.111667,    0.000000
   0.113333,    0.000000
   0.115000,    0.000000
   0.116667,    0.000000
   0.118333,    0.000000
   0.120000,    0.000000
   0.121667,    0.000000
   0.123333,    0.000000
   0.125000,    0.000000
   0.126667,    0.000000
   0.128333,    0.000000
   0.130000,    0.000000
   0.131667,    0.000000
   0.133333,    0.000000
   0.135000,    0.000000
   0.136667,    0.000000
   0.138333,    0.000000
   0.140000,    0.000000
   0.141667,    0.000000
   0.143333,    0.000000
   0.145000,    0.000000
   0.146667,    0.000000
   0.148333,    0.000000
   0.150000,    0.000000
   0.151667,    0.000000
   0.153333,    0.000000
   0.155000,    0.000000
   0.156667,    0.000000
   0.158333,    0.000000
   0.160000,    0.000000
   0.161667,    0.000000
   0.163333,    0.000000
   0.165000,    0.000000
   0.166667,    0.000000
   0.168333,    0.000000
   0.170000,    0.000000
   0.171667,    0.000000
   0.173333,    0.000000
   0.175000,    0.000000
   0.176667,    0.000000
   0.178333,    0.000000
   0.180000,    0.000000
   0.181667,    0.000000
   0.183333,    0.000000
   0.185000,    0.000000
   0.186667,    0.000000
   0.188333,    0.000000
   0.190000,    0.000000
   0.191667,    0.000000
   0.193333,    0.000000
   0.195000,    0.000000
   0.196667,    0.000000
   0.198333,    0.000000
   0.200000,    0.000000
   0.201667,    0.000000
   0.203333,    0.000000
   0.205000,    0.000000
   0.206667,    0.000000
   0.208333,    0.000000
   0.210000,    0.000000
   0.211667,    0.000000
   0.213333,    0.000000
   0.215000,    0.000000
   0.216667,    0.000000
   0.218333,    0.000000
   0.220000,    0.000000
   0.221667,    0.000000
   0.223333,    0.000000
   0.225000,    0.000000
   0.226667,    0.000000
   0.228333,    0.000000
   0.230000,    0.000000
   0.231667,    0.000000
   0.233333,    0.000000
   0.235000,    0.000000
   0.236667,    0.000000
   0.238333,    0.000000
   0.240000,    0.000000
   0.241667,    0.000000
   0.243333,    0.000000
   0.245000,    0.000000
   0.246667,    0.000000
   0.248333,    0.000000
   0.250000,    0.000000
   0.251667,    0.000000
   0.253333,    0.000000
   0.255000,    0.000000
   0.256667,    0.000000
   0.258333,    0.000000
   0.260000,    0.000000
   0.261667,    0.000000
   0.263333,    0.000000
   0.265000,    0.000000
   0.266667,    0.000000
   0.268333,    0.000000
   0.270000,    0.000000
   0.271667,    0.000000
   0.273333,    0.000000
   0.275000,    0.000000
   0.276667,    0.000000
   0.278333,    0.000000
   0.280000,    0.000000
   0.281667,    0.000000
   0.283333,    0.000000
   0.285000,    0.000000
   0.286667,    0.000000
   0.288333,    0.000000
   0.290000,    0.000000
   0.291667,    0.000000
   0.293333,    0.000000
   0.295000,    0.000000
   0.296667,    0.000000
   0.298333,    0.000000
   0.300000,    0.000000
   0.301667,    0.000000
   0.303333,    0.000000
   0.305000,    0.000000
   0.306667,    0.000000
   0.308333,    0.000000
   0.310000,    0.000000
   0.311667,    0.000000
   0.312642,    0.000000
   0.314309,    0.000000
   0.315975,    0.000000
   0.317642,    0.000000
   0.319309,    0.000000
   0.320975,    0.000000
   0.322642,    0.000000
   0.324309,    0.000000
   0.325975,    0.000000
   0.327642,    0.000000
   0.329309,    0.000000
   0.330975,    0.000000
   0.332642,    0.000000
   0.334309,    0.000000
   0.335975,    0.000000
   0.337642,    0.000000
   0.339309,    0.000000
   0.340975,    0.000000
   0.342642,    0.000000
   0.344309,    0.000000
   0.345975,    0.000000
   0.347642,    0.000000
   0.349309,    0.000000
   0.350975,    0.000000
   0.352642,    0.000000
   0.354309,    0.000000
   0.355975,    0.000000
   0.357642,    0.000000
   0.359309,    0.000000
   0.360975,    0.000000
   0.362642,    0.000000
   0.364309,    0.000000
   0.365975,    0.000000
   0.367642,    0.000000
   0.368518,    0.000000
   0.370185,    0.500213
   0.371852,    1.000426
   0.373518,    1.500639
   0.375185,    2.000852
   0.376852,    2.501065
   0.378518,    3.001278
   0.380185,    3.501491
   0.381852,    4.001704
   0.383518,    4.501917
   0.385185,    5.002130
   0.386852,    6.308679
   0.388518,    7.615227
   0.390185,    8.921775
   0.391852,   10.228323
   0.393518,   11.534871
   0.395185,   13.410579
   0.396852,   15.286286
   0.398518,   17.161993
   0.400185,   19.037700
   0.401852,   20.913407
   0.403518,   23.404974
   0.405185,   25.896540
   0.406852,   28.388106
   0.408518,   30.879672
   0.410185,   33.371239
   0.410185,   35.000000
   1.605400, 1920.000000
   2.825139, 3805.000000
   4.084250, 5690.000000
   5.433948, 7575.000000
   6.920962, 9460.000000
   8.567151, 11345.000000
  10.405942, 13230.000000
  12.496124, 15115.000000
  14.982109, 17000.000000
  14.982109, 17000.000000
  15.801212, 17000.000000
  16.620315, 17000.000000
  17.439418, 17000.000000
  18.258522, 17000.000000
  19.077625, 17000.000000
  19.896728, 17000.000000
  20.715832, 17000.000000
  21.534935, 17000.000000
  22.354038, 17000.000000
  23.173141, 17000.000000
  23.992245, 17000.000000
  24.811348, 17000.000000
  25.630451, 17000.000000
  26.449554, 17000.000000
  27.268658, 17000.000000
  28.087761, 17000.000000
  28.906864, 17000.000000
  29.725967, 17000.000000
  30.545071, 17000.000000
  31.364174, 17000.000000
  32.183277, 17000.000000
  33.002380, 17000.000000
  33.821484, 17000.000000
  34.640587, 17000.000000
  35.459690, 17000.000000
  36.278793, 17000.000000
  37.097897, 17000.000000
  37.917000, 17000.000000
  38.736103, 17000.000000
  38.736103, 17000.000000
  39.896032, 15277.777778
  41.058764, 13555.555556
