Ground distance, CD
   0.000000,    0.065135
   0.738987,    0.065135
   1.664951,    0.065135
   3.759739,    0.065135
   6.188434,    0.065135
   9.772443,    0.065135
  13.686500,    0.065135
  18.741992,    0.065135
  24.123566,    0.065135
  30.632350,    0.065135
  37.463153,    0.065135
  45.406533,    0.065135
  53.667751,    0.065135
  63.024321,    0.065135
  72.693808,    0.065135
  83.438238,    0.065135
  94.489756,    0.065135
 106.595634,    0.065135
 119.002719,    0.065135
 132.443541,    0.065135
 146.179677,    0.065135
 160.928911,    0.065135
 175.967564,    0.065135
 191.998685,    0.065135
 208.313333,    0.065135
 225.598109,    0.065135
 243.160028,    0.065135
 261.665867,    0.065135
 280.441363,    0.065135
 300.134324,    0.065135
 320.089383,    0.065135
 340.935864,    0.065135
 362.037006,    0.065135
 384.003959,    0.065135
 406.218255,    0.065135
 429.273198,    0.065135
 452.568295,    0.065135
 476.679331,    0.065135
 501.023463,    0.065135
 526.159315,    0.065135
 551.521345,    0.065135
 577.651547,    0.065135
 604.001199,    0.065135
 631.096038,    0.065135
 658.403760,    0.065135
 670.799418,    0.065135
 699.088476,    0.065862
 727.568757,    0.067787
 756.698806,    0.073782
 786.020541,    0.080146
 815.993617,    0.087759
 846.144547,    0.095407
 876.899822,    0.103171
 900.662028,    0.109170
 931.951063,    0.163358
 937.982452,    0.173803
 969.454965,    0.176920
1000.990534,    0.176920
1031.845913,    0.176920
1050.541211,    0.127099
1082.045261,    0.121577
1113.549382,    0.119079
1145.053416,    0.117827
1176.557282,    0.117343
1208.061104,    0.117203
1239.564941,    0.117162
1256.314488,    0.117140
1287.818279,    0.117237
1319.322077,    0.117312
1350.825942,    0.117368
1382.329875,    0.117415
1413.833849,    0.117459
1445.338020,    0.117441
1476.842269,    0.117400
1508.346631,    0.117452
1539.851037,    0.117540
1571.355433,    0.117591
1602.859827,    0.117635
1634.364090,    0.117676
1665.868348,    0.117718
1697.372527,    0.117799
1728.876702,    0.117882
1760.381032,    0.117925
1791.885367,    0.117966
1806.639917,    0.118050
1838.144233,    0.117991
1869.648588,    0.118018
1901.152967,    0.118100
1932.657338,    0.118159
1964.161703,    0.118201
1995.666039,    0.118269
2027.170355,    0.118355
2058.674777,    0.118414
2090.179268,    0.118457
2121.683752,    0.118503
2153.188231,    0.118549
2184.692609,    0.118593
2216.196957,    0.118636
2247.701204,    0.118679
2279.205422,    0.118722
2310.709584,    0.118798
2342.213728,    0.118883
