Time, Angles
   0.000100,    0.000000
   0.000632,    0.000000
   0.002218,    0.000000
   0.007077,    0.000000
   0.016932,    0.000000
   0.033662,    0.000000
   0.058512,    0.000000
   0.087458,    0.000000
   0.116303,    0.000000
   0.145366,    0.000000
   0.174441,    0.000000
   0.203588,    0.000000
   0.232909,    0.000000
   0.262299,    0.000000
   0.291871,    0.000000
   0.321316,    0.000000
   0.351004,    0.000000
   0.380597,    0.000000
   0.410762,    0.000000
   0.440644,    0.000000
   0.471076,    0.000000
   0.501615,    0.000000
   0.532006,    0.000000
   0.562763,    0.000000
   0.593681,    0.000000
   0.624600,    0.000000
   0.656013,    0.000000
   0.687658,    0.000000
   0.719786,    0.000000
   0.751814,    0.000000
   0.784227,    0.000000
   0.816741,    0.000000
   0.849643,    0.000000
   0.882412,    0.000000
   0.915618,    0.000000
   0.949000,    0.000000
   0.982734,    0.000000
   1.016581,    0.000000
   1.050738,    0.000000
   1.085043,    0.000000
   1.119784,    0.000000
   1.154759,    0.000000
   1.190225,    0.000000
   1.226161,    0.000000
   1.262379,    0.000000
   1.298572,    0.000000
   1.334699,    0.000000
   1.371762,    0.000000
   1.408680,    0.000000
   1.445733,    0.000000
   1.482969,    0.000000
   1.520248,    0.000000
   1.557873,    0.000000
   1.596460,    0.000000
   1.635326,    0.000000
   1.673656,    0.000000
   1.712445,    0.000000
   1.751185,    0.000000
   1.790480,    0.000000
   1.830122,    0.000000
   1.870346,    0.000000
   1.910553,    0.000000
   1.951079,    0.000000
   1.992188,    0.000000
   2.033930,    0.000000
   2.075686,    0.000000
   2.117167,    0.000000
   2.159066,    0.000000
   2.201369,    0.000000
   2.243683,    0.000000
   2.286842,    0.000000
   2.329881,    0.000000
   2.373328,    0.000000
   2.417343,    0.000000
   2.461260,    0.000000
   2.505257,    0.000000
   2.549760,    0.000000
   2.594599,    0.000000
   2.639517,    0.000000
   2.684373,    0.000000
   2.730016,    0.000000
   2.775929,    0.000000
