Ground distance, Fuel used
   0.000000,    0.000034
   0.738987,    0.170150
   1.664951,    0.340321
   3.759739,    0.510598
   6.188434,    0.680905
   9.772443,    0.851290
  13.686500,    1.021697
  18.741992,    1.192152
  24.123566,    1.362621
  30.632350,    1.533110
  37.463153,    1.703606
  45.406533,    1.874113
  53.667751,    2.044624
  63.024321,    2.215276
  72.693808,    2.385969
  83.438238,    2.556776
  94.489756,    2.727617
 106.595634,    2.898512
 119.002719,    3.069423
 132.443541,    3.240334
 146.179677,    3.411244
 160.928911,    3.582100
 175.967564,    3.752942
 191.998685,    3.923689
 208.313333,    4.094410
 225.598109,    4.265319
 243.160028,    4.436281
 261.665867,    4.607502
 280.441363,    4.778797
 300.134324,    4.950233
 320.089383,    5.121711
 340.935864,    5.293222
 362.037006,    5.464743
 384.003959,    5.636199
 406.218255,    5.807637
 429.273198,    5.978920
 452.568295,    6.150158
 476.679331,    6.321160
 501.023463,    6.492093
 526.159315,    6.662906
 551.521345,    6.833685
 577.651547,    7.004708
 604.001199,    7.175801
 631.096038,    7.347052
 658.403760,    7.518348
 670.799418,    7.595374
 699.088476,    7.766758
 727.568757,    7.938137
 756.698806,    8.109497
 786.020541,    8.280833
 815.993617,    8.452081
 846.144547,    8.623288
 876.899822,    8.794351
 900.662028,    8.926519
 931.951063,    9.097413
 937.982452,    9.130355
 969.454965,    9.301176
1000.990534,    9.471956
1031.845913,    9.639040
1050.541211,    9.740377
1082.045261,    9.911128
1113.549382,   10.081855
1145.053416,   10.252562
1176.557282,   10.423246
1208.061104,   10.593901
1239.564941,   10.764539
1256.314488,   10.855261
1287.818279,   11.025864
1319.322077,   11.196446
1350.825942,   11.367002
1382.329875,   11.537534
1413.833849,   11.708052
1445.338020,   11.878538
1476.842269,   12.049011
1508.346631,   12.219454
1539.851037,   12.389883
1571.355433,   12.560277
1602.859827,   12.730665
1634.364090,   12.901011
1665.868348,   13.071354
1697.372527,   13.241655
1728.876702,   13.411954
1760.381032,   13.582209
1791.885367,   13.752463
1806.639917,   13.832186
1838.144233,   14.002392
1869.648588,   14.172575
1901.152967,   14.342742
1932.657338,   14.512882
1964.161703,   14.683005
1995.666039,   14.853100
2027.170355,   15.023178
2058.674777,   15.193228
2090.179268,   15.363260
2121.683752,   15.533267
2153.188231,   15.703256
2184.692609,   15.873213
2216.196957,   16.043159
2247.701204,   16.213071
2279.205422,   16.382972
2310.709584,   16.552839
2342.213728,   16.722696
2373.718001,   16.892518
2405.222312,   17.062329
2436.726621,   17.232108
2468.230930,   17.401877
2499.735142,   17.571605
2531.239348,   17.741331
2562.743478,   17.911014
2594.247605,   18.080695
2625.751726,   18.250334
2657.255848,   18.419970
2688.759910,   18.589574
2720.263981,   18.759151
2751.768160,   18.928705
2783.272329,   19.098247
2814.776472,   19.267756
2846.280568,   19.437253
2877.784535,   19.606717
2909.288473,   19.776170
2940.792329,   19.945589
2972.296223,   20.114997
3003.800224,   20.284371
3035.304225,   20.453735
3066.808226,   20.623067
3098.312194,   20.792380
3129.816119,   20.961669
3161.320033,   21.130939
3192.823932,   21.300183
3224.327896,   21.469408
3255.831947,   21.638608
3287.335970,   21.807789
3318.839956,   21.976946
3350.343972,   22.146077
3381.848007,   22.315191
3413.352078,   22.484280
3444.856171,   22.653351
3476.360242,   22.822390
3507.864306,   22.991419
3539.368370,   23.160413
3570.872434,   23.329397
3602.376439,   23.498347
3633.880425,   23.667286
3665.384438,   23.836193
3696.888459,   24.005091
3728.392466,   24.173949
3759.896450,   24.342798
3791.400349,   24.511614
3822.904237,   24.680420
3854.408088,   24.849191
3885.911928,   25.017953
3917.415735,   25.186680
3948.919519,   25.355397
3980.423223,   25.524080
4011.926910,   25.692752
4043.430538,   25.861391
4074.934167,   26.030019
4106.437797,   26.198613
4137.941418,   26.367198
4169.445005,   26.535756
4200.948543,   26.704289
4232.452173,   26.872800
4263.955919,   27.041284
4295.459789,   27.209748
4326.963798,   27.378192
4358.467867,   27.546614
4389.971986,   27.715017
4421.476062,   27.883390
4452.980120,   28.051752
4484.484105,   28.220078
4515.988078,   28.388397
4547.492188,   28.556678
4578.996323,   28.724952
4610.500406,   28.893199
4642.004464,   29.061422
