Time, Powers
 124.003211,    0.000000
 124.004878,    0.000000
 124.006545,    0.000000
 124.008211,    0.000000
 124.009878,    0.000000
 124.011545,    0.000000
 124.013211,    0.000000
 124.014878,    0.000000
 124.016545,    0.000000
 124.018211,    0.000000
 124.019878,    0.000000
 124.021545,    0.000000
 124.023211,    0.000000
 124.024878,    0.000000
 124.026545,    0.000000
 124.028211,    0.000000
 124.029878,    0.000000
 124.031545,    0.000000
 124.033211,    0.000000
 124.034878,    0.000000
 124.036545,    0.000000
 124.038211,    0.000000
 124.039878,    0.000000
 124.041545,    0.000000
 124.043211,    0.000000
 124.044878,    0.000000
 124.046545,    0.000000
 124.048211,    0.000000
 124.049878,    0.000000
 124.051545,    0.000000
 124.053211,    0.000000
 124.054878,    0.000000
 124.056545,    0.000000
 124.058211,    0.000000
 124.059878,    0.000000
 124.061545,    0.000000
 124.063211,    0.000000
 124.064878,    0.000000
 124.066545,    0.000000
 124.068211,    0.000000
 124.069878,    0.000000
 124.071545,    0.000000
 124.073211,    0.000000
 124.074878,    0.000000
 124.076545,    0.000000
 124.078211,    0.000000
 124.079878,    0.000000
 124.081545,    0.000000
 124.083211,    0.000000
 124.084878,    0.000000
 124.086545,    0.000000
 124.088211,    0.000000
 124.089878,    0.000000
 124.091545,    0.000000
 124.093211,    0.000000
 124.094878,    0.000000
 124.096545,    0.000000
 124.098211,    0.000000
 124.099809,    0.000000
 124.101475,    0.000000
 124.103142,    0.000000
 124.104809,    0.000000
 124.106475,    0.000000
 124.108142,    0.000000
 124.109809,    0.000000
 124.111475,    0.000000
 124.113142,    0.000000
 124.114809,    0.000000
 124.116475,    0.000000
 124.118142,    0.000000
 124.119809,    0.000000
 124.121475,    0.000000
 124.123142,    0.000000
 124.124809,    0.000000
 124.126472,    0.000000
 124.128139,    0.000000
 124.129806,    0.000000
 124.131472,    0.000000
 124.133139,    0.000000
 124.134806,    0.000000
 124.136472,    0.000000
 124.138139,    0.000000
 124.139806,    0.000000
 124.141472,    0.000000
 124.143139,    0.000000
 124.144806,    0.000000
 124.144883,    0.000000
 124.146549,    0.000000
 124.148216,    0.000000
 124.149883,    0.000000
 124.151549,    0.000000
 124.153216,    0.000000
 124.154883,    0.000000
 124.156549,    0.000000
 124.158216,    0.000000
 124.159883,    0.000000
 124.161549,    0.000000
 124.163216,    0.000000
 124.164883,    0.000000
 124.166549,    0.000000
 124.168216,    0.000000
 124.169883,    0.000000
 124.171549,    0.000000
 124.173216,    0.000000
 124.174883,    0.000000
 124.176549,    0.000000
 124.178216,    0.000000
 124.179883,    0.000000
 124.181549,    0.000000
 124.183216,    0.000000
 124.184883,    0.000000
 124.186549,    0.000000
 124.188216,    0.000000
 124.189883,    0.000000
 124.191549,    0.000000
 124.193216,    0.000000
 124.194883,    0.000000
 124.196549,    0.000000
 124.198216,    0.000000
 124.199883,    0.000000
 124.201549,    0.000000
 124.203216,    0.000000
 124.204883,    0.000000
 124.206549,    0.000000
 124.208216,    0.000000
 124.209883,    0.000000
 124.211549,    0.000000
 124.213216,    0.000000
 124.214883,    0.000000
 124.216549,    0.000000
 124.218216,    0.000000
 124.219883,    0.000000
 124.221549,    0.000000
 124.223216,    0.000000
 124.224883,    0.000000
 124.226549,    0.000000
 124.228216,    0.000000
 124.229883,    0.000000
 124.231549,    0.000000
 124.233216,    0.000000
 124.234883,    0.000000
 124.236549,    0.000000
 124.238216,    0.000000
 124.239883,    0.000000
 124.241549,    0.000000
 124.243216,    0.000000
 124.244883,    0.000000
 124.246549,    0.000000
 124.248216,    0.000000
 124.249883,    0.000000
 124.251549,    0.000000
 124.253216,    0.000000
 124.254883,    0.000000
 124.256549,    0.000000
 124.258216,    0.000000
 124.259883,    0.000000
 124.261549,    0.000000
 124.263216,    0.000000
 124.264883,    0.000000
 124.266549,    0.000000
 124.268216,    0.000000
 124.269883,    0.000000
 124.271549,    0.000000
 124.273216,    0.000000
 124.274883,    0.000000
 124.276549,    0.000000
 124.278216,    0.000000
 124.279883,    0.000000
 124.281549,    0.000000
 124.283216,    0.000000
 124.284883,    0.000000
 124.286549,    0.000000
 124.288216,    0.000000
 124.289883,    0.000000
 124.291549,    0.000000
 124.293216,    0.000000
 124.294883,    0.000000
 124.296549,    0.000000
 124.298216,    0.000000
 124.299883,    0.000000
 124.301549,    0.000000
 124.303216,    0.000000
 124.304883,    0.000000
 124.306549,    0.000000
 124.308216,    0.000000
 124.309883,    0.000000
 124.311549,    0.000000
 124.313216,    0.000000
 124.314883,    0.000000
 124.316549,    0.000000
 124.318216,    0.000000
 124.319883,    0.000000
 124.321549,    0.000000
 124.323216,    0.000000
 124.324883,    0.000000
 124.326549,    0.000000
 124.328216,    0.000000
 124.329883,    0.000000
 124.331549,    0.000000
 124.333216,    0.000000
 124.334883,    0.000000
 124.336549,    0.000000
 124.338216,    0.000000
 124.339883,    0.000000
 124.341549,    0.000000
 124.343216,    0.000000
 124.344883,    0.000000
 124.346549,    0.000000
 124.348216,    0.000000
 124.349883,    0.000000
 124.351549,    0.000000
 124.353216,    0.000000
 124.354883,    0.000000
 124.356549,    0.000000
 124.358216,    0.000000
 124.359883,    0.000000
 124.361549,    0.000000
 124.363216,    0.000000
 124.364883,    0.000000
 124.366549,    0.000000
 124.368216,    0.000000
 124.369883,    0.000000
 124.371549,    0.000000
 124.373216,    0.000000
 124.374883,    0.000000
 124.376549,    0.000000
 124.378216,    0.000000
 124.379883,    0.000000
 124.381549,    0.000000
 124.383216,    0.000000
 124.384883,    0.000000
 124.386549,    0.000000
 124.388216,    0.000000
 124.389883,    0.000000
 124.391549,    0.000000
 124.393216,    0.000000
 124.394883,    0.000000
 124.396549,    0.000000
 124.398216,    0.000000
 124.399883,    0.000000
 124.401549,    0.000000
 124.403216,    0.000000
 124.404883,    0.000000
 124.406549,    0.000000
 124.408216,    0.000000
 124.409883,    0.000000
 124.411549,    0.000000
 124.413216,    0.000000
 124.414883,    0.000000
 124.416549,    0.000000
 124.418216,    0.000000
 124.419883,    0.000000
 124.421549,    0.000000
 124.421857,   -0.000000
